reservation_id,user_id,dessert_id,count,total_price,reserve_status,created_dt
63,53,36,1,17.52,PENDING,2026-02-23 06:05:00
64,1,36,1,17.52,PENDING,2026-02-15 15:32:00
65,3905,36,1,17.52,CONFIRMED,2026-02-13 20:51:00
66,6400,198,1,6.34,CONFIRMED,2026-02-19 11:13:00
67,87,141,1,4.72,CONFIRMED,2026-02-17 00:19:00
68,6456,159,1,29.53,CONFIRMED,2026-02-21 23:17:00
69,90,36,1,17.52,CONFIRMED,2026-02-19 04:56:00
70,36,36,1,17.52,CONFIRMED,2026-02-21 23:03:00
71,498,166,1,4.27,CONFIRMED,2026-02-14 12:12:00
72,459,36,1,17.52,CONFIRMED,2026-02-19 11:19:00
73,7050,36,1,17.52,CONFIRMED,2026-02-22 02:49:00
74,7941,36,1,17.52,CONFIRMED,2026-02-15 14:00:00
75,3307,100,1,16.36,CONFIRMED,2026-02-20 10:22:00
76,21,171,1,15.18,CONFIRMED,2026-02-25 03:28:00
77,7524,36,1,17.52,PENDING,2026-02-19 02:30:00
78,53,166,1,4.27,CONFIRMED,2026-02-22 08:52:00
79,2983,36,1,17.52,CONFIRMED,2026-02-19 06:17:00
80,3302,36,1,17.52,CONFIRMED,2026-02-13 08:33:00
81,8849,36,1,17.52,CONFIRMED,2026-02-12 23:25:00
82,24,36,1,17.52,CONFIRMED,2026-02-12 06:09:00
83,440,46,1,14.07,CONFIRMED,2026-02-19 07:24:00
84,2268,166,1,4.27,CONFIRMED,2026-02-19 16:25:00
85,7554,36,1,17.52,CONFIRMED,2026-02-22 06:29:00
86,1199,35,1,28.97,CONFIRMED,2026-02-25 02:12:00
87,6572,171,1,15.18,CONFIRMED,2026-02-10 18:05:00
88,8615,166,1,4.27,CONFIRMED,2026-02-13 22:11:00
89,6780,141,1,4.72,CONFIRMED,2026-02-23 10:46:00
90,6122,30,1,21.06,CONFIRMED,2026-02-15 21:56:00
91,4,36,1,17.52,CONFIRMED,2026-02-25 04:39:00
92,2512,166,1,4.27,CONFIRMED,2026-02-13 07:14:00
93,32,46,1,14.07,CONFIRMED,2026-02-10 21:01:00
94,92,46,1,14.07,CONFIRMED,2026-02-18 07:33:00
95,19,26,1,14.51,CONFIRMED,2026-02-20 23:14:00
96,6434,113,1,8.98,CONFIRMED,2026-02-23 15:35:00
97,9138,46,1,14.07,CONFIRMED,2026-02-11 19:39:00
98,40,44,1,3.43,CONFIRMED,2026-02-25 08:33:00
99,4518,166,1,4.27,CONFIRMED,2026-02-14 18:13:00
100,5573,36,1,17.52,CONFIRMED,2026-02-16 00:52:00
101,67,46,1,14.07,CONFIRMED,2026-02-12 19:22:00
102,9079,166,1,4.27,PENDING,2026-02-24 06:46:00
103,85,171,1,15.18,CONFIRMED,2026-02-15 02:53:00
104,3317,36,1,17.52,CONFIRMED,2026-02-19 04:29:00
105,18,166,1,4.27,CONFIRMED,2026-02-19 06:50:00
106,3551,36,1,17.52,CONFIRMED,2026-02-12 10:44:00
107,1183,46,1,14.07,CONFIRMED,2026-02-22 13:03:00
108,59,90,1,20.72,PENDING,2026-02-15 23:18:00
109,4329,166,1,4.27,CONFIRMED,2026-02-11 00:43:00
110,20,141,1,4.72,CONFIRMED,2026-02-15 18:15:00
111,4119,36,1,17.52,CONFIRMED,2026-02-18 02:43:00
112,8274,106,1,15.83,CONFIRMED,2026-02-24 15:49:00
113,1845,146,1,4.47,PENDING,2026-02-22 04:32:00
114,20,184,1,29.63,CONFIRMED,2026-02-16 18:45:00
115,6970,36,1,17.52,CONFIRMED,2026-02-22 06:28:00
116,1187,46,1,14.07,CONFIRMED,2026-02-24 21:08:00
117,6887,36,1,17.52,CONFIRMED,2026-02-20 07:58:00
118,8159,104,1,27.28,CONFIRMED,2026-02-16 04:42:00
119,4794,141,1,4.72,CONFIRMED,2026-02-20 06:34:00
120,1458,36,1,17.52,CONFIRMED,2026-02-14 11:43:00
121,1613,184,1,29.63,CANCELLED,2026-02-15 06:49:00
122,23,36,1,17.52,CONFIRMED,2026-02-11 23:29:00
123,5954,36,1,17.52,CONFIRMED,2026-02-23 01:26:00
124,75,36,1,17.52,CONFIRMED,2026-02-25 05:27:00
125,8135,166,1,4.27,CONFIRMED,2026-02-15 18:03:00
126,2372,166,1,4.27,CONFIRMED,2026-02-21 06:38:00
127,1675,36,1,17.52,CONFIRMED,2026-02-21 10:55:00
128,21,141,1,4.72,CONFIRMED,2026-02-19 18:38:00
129,6672,46,1,14.07,CONFIRMED,2026-02-13 01:27:00
130,60,36,1,17.52,CONFIRMED,2026-02-24 10:00:00
131,14,33,1,8.52,CONFIRMED,2026-02-23 09:30:00
132,41,171,1,15.18,CONFIRMED,2026-02-18 22:01:00
133,9146,36,1,17.52,PENDING,2026-02-14 04:51:00
134,6068,36,1,17.52,CONFIRMED,2026-02-24 10:20:00
135,4232,141,1,4.72,CANCELLED,2026-02-17 13:32:00
136,5402,141,1,4.72,CONFIRMED,2026-02-13 21:36:00
137,9383,50,1,6.41,CANCELLED,2026-02-25 06:24:00
138,8078,88,1,9.48,PENDING,2026-02-23 10:34:00
139,78,36,1,17.52,CONFIRMED,2026-02-22 05:51:00
140,6011,141,1,4.72,CONFIRMED,2026-02-20 00:30:00
141,8310,36,1,17.52,PENDING,2026-02-14 13:32:00
142,4581,46,1,14.07,PENDING,2026-02-15 15:06:00
143,99,11,1,18.74,CONFIRMED,2026-02-17 15:50:00
144,7579,36,1,17.52,CONFIRMED,2026-02-18 15:54:00
145,7875,109,1,5.74,PENDING,2026-02-10 20:11:00
146,3884,155,1,19.61,CONFIRMED,2026-02-21 20:40:00
147,735,177,1,22.64,CONFIRMED,2026-02-10 16:14:00
148,68,36,1,17.52,CONFIRMED,2026-02-11 20:40:00
149,7,73,1,20.61,PENDING,2026-02-16 17:21:00
150,94,171,1,15.18,CONFIRMED,2026-02-20 15:31:00
151,9606,171,1,15.18,PENDING,2026-02-21 08:03:00
152,6474,36,1,17.52,CONFIRMED,2026-02-16 13:37:00
153,1406,36,1,17.52,CONFIRMED,2026-02-18 11:18:00
154,4331,36,1,17.52,CONFIRMED,2026-02-20 21:49:00
155,2786,141,1,4.72,CANCELLED,2026-02-21 01:27:00
156,1224,36,1,17.52,CANCELLED,2026-02-24 11:54:00
157,99,46,1,14.07,CONFIRMED,2026-02-23 08:08:00
158,65,141,1,4.72,CONFIRMED,2026-02-17 18:34:00
159,4660,36,1,17.52,CONFIRMED,2026-02-23 23:57:00
160,9035,191,1,14.97,PENDING,2026-02-24 14:50:00
161,1516,43,1,16.63,CONFIRMED,2026-02-23 00:20:00
162,8863,46,1,14.07,CONFIRMED,2026-02-12 14:27:00
163,50,36,1,17.52,CONFIRMED,2026-02-12 18:31:00
164,2845,171,1,15.18,CONFIRMED,2026-02-12 16:00:00
165,96,171,1,15.18,CONFIRMED,2026-02-10 19:08:00
166,5380,36,1,17.52,CONFIRMED,2026-02-25 10:46:00
167,46,171,1,15.18,CONFIRMED,2026-02-19 13:52:00
168,222,121,1,21.29,PENDING,2026-02-24 07:26:00
169,9299,166,1,4.27,CONFIRMED,2026-02-17 19:08:00
170,5683,141,1,4.72,CONFIRMED,2026-02-12 14:14:00
171,55,141,1,4.72,CONFIRMED,2026-02-25 01:46:00
172,4332,41,1,13.77,PENDING,2026-02-21 00:24:00
173,8800,36,1,17.52,CONFIRMED,2026-02-14 01:46:00
174,37,171,1,15.18,PENDING,2026-02-12 07:19:00
175,1741,36,1,17.52,CONFIRMED,2026-02-21 00:37:00
176,74,141,1,4.72,CONFIRMED,2026-02-22 10:20:00
177,9115,46,1,14.07,PENDING,2026-02-23 17:16:00
178,9047,166,1,4.27,PENDING,2026-02-21 08:35:00
179,768,46,1,14.07,CONFIRMED,2026-02-23 13:33:00
180,2343,46,1,14.07,CONFIRMED,2026-02-16 11:52:00
181,7788,106,1,15.83,CONFIRMED,2026-02-17 08:22:00
182,9295,66,1,8.07,CONFIRMED,2026-02-24 00:36:00
183,9423,36,1,17.52,CONFIRMED,2026-02-13 11:26:00
184,2176,46,1,14.07,CONFIRMED,2026-02-11 12:43:00
185,187,46,1,14.07,CONFIRMED,2026-02-16 05:36:00
186,56,171,1,15.18,CONFIRMED,2026-02-21 18:00:00
187,76,166,1,4.27,CONFIRMED,2026-02-21 03:30:00
188,6985,166,1,4.27,CONFIRMED,2026-02-25 08:06:00
189,33,166,1,4.27,CONFIRMED,2026-02-11 14:08:00
190,4177,36,1,17.52,CONFIRMED,2026-02-22 10:25:00
191,2279,73,1,20.61,CONFIRMED,2026-02-23 16:24:00
192,15,4,1,11.43,CONFIRMED,2026-02-19 08:21:00
193,2509,141,1,4.72,CONFIRMED,2026-02-11 23:25:00
194,8602,36,1,17.52,CONFIRMED,2026-02-21 14:20:00
195,25,175,1,12.61,CONFIRMED,2026-02-21 19:17:00
196,7,36,1,17.52,CONFIRMED,2026-02-23 09:55:00
197,7617,36,1,17.52,CONFIRMED,2026-02-24 02:12:00
198,55,36,1,17.52,CONFIRMED,2026-02-12 17:56:00
199,5068,36,1,17.52,PENDING,2026-02-14 02:36:00
200,4518,36,1,17.52,CONFIRMED,2026-02-11 07:27:00
201,63,46,1,14.07,CONFIRMED,2026-02-16 18:37:00
202,35,166,1,4.27,CONFIRMED,2026-02-14 08:38:00
203,5183,36,1,17.52,CONFIRMED,2026-02-16 08:21:00
204,32,171,1,15.18,CONFIRMED,2026-02-16 15:04:00
205,3098,46,1,14.07,CANCELLED,2026-02-25 06:55:00
206,89,36,1,17.52,CONFIRMED,2026-02-20 11:58:00
207,94,141,1,4.72,PENDING,2026-02-20 12:15:00
208,6686,46,1,14.07,CONFIRMED,2026-02-15 16:45:00
209,80,36,1,17.52,CONFIRMED,2026-02-25 00:32:00
210,8825,36,1,17.52,CONFIRMED,2026-02-17 11:27:00
211,18,141,1,4.72,CONFIRMED,2026-02-21 20:04:00
212,1290,46,1,14.07,CONFIRMED,2026-02-16 20:57:00
213,28,36,1,17.52,PENDING,2026-02-21 11:37:00
214,4695,46,1,14.07,CONFIRMED,2026-02-11 04:52:00
215,2047,36,1,17.52,CONFIRMED,2026-02-15 17:41:00
216,4052,171,1,15.18,CONFIRMED,2026-02-17 06:18:00
217,205,128,1,29.47,CONFIRMED,2026-02-12 04:37:00
218,1740,166,1,4.27,CONFIRMED,2026-02-10 16:22:00
219,5818,198,1,6.34,CONFIRMED,2026-02-17 17:01:00
220,13,150,1,14.52,CONFIRMED,2026-02-24 13:14:00
221,21,36,1,17.52,PENDING,2026-02-23 05:19:00
222,38,171,1,15.18,CONFIRMED,2026-02-21 14:54:00
223,93,171,1,15.18,PENDING,2026-02-11 01:47:00
224,1137,42,1,14.17,CONFIRMED,2026-02-17 23:06:00
225,69,141,1,4.72,CONFIRMED,2026-02-19 08:18:00
226,10,36,1,17.52,PENDING,2026-02-21 12:08:00
227,67,46,1,14.07,PENDING,2026-02-16 15:49:00
228,5508,42,1,14.17,CONFIRMED,2026-02-11 15:43:00
229,7458,166,1,4.27,CONFIRMED,2026-02-12 20:49:00
230,28,6,1,17.88,CONFIRMED,2026-02-21 22:09:00
231,7717,152,1,16.70,CONFIRMED,2026-02-23 12:18:00
232,95,46,1,14.07,CONFIRMED,2026-02-23 16:53:00
233,9614,141,1,4.72,CONFIRMED,2026-02-24 18:20:00
234,2172,36,1,17.52,CONFIRMED,2026-02-11 15:18:00
235,69,36,1,17.52,CONFIRMED,2026-02-17 08:49:00
236,18,12,1,3.97,PENDING,2026-02-18 19:16:00
237,29,36,1,17.52,CONFIRMED,2026-02-22 14:41:00
238,9058,141,1,4.72,CONFIRMED,2026-02-18 06:23:00
239,5633,141,1,4.72,CONFIRMED,2026-02-13 11:05:00
240,598,36,1,17.52,CONFIRMED,2026-02-13 14:16:00
241,25,141,1,4.72,CONFIRMED,2026-02-17 17:37:00
242,81,166,1,4.27,CANCELLED,2026-02-14 06:54:00
243,87,46,1,14.07,CONFIRMED,2026-02-15 02:07:00
244,11,36,1,17.52,CONFIRMED,2026-02-14 16:20:00
245,67,20,1,11.31,PENDING,2026-02-23 06:01:00
246,80,36,1,17.52,CONFIRMED,2026-02-18 10:38:00
247,824,36,1,17.52,CONFIRMED,2026-02-21 03:37:00
248,1554,166,1,4.27,CONFIRMED,2026-02-17 06:53:00
249,3964,141,1,4.72,CANCELLED,2026-02-17 04:14:00
250,7,141,1,4.72,CONFIRMED,2026-02-12 16:19:00
251,92,36,1,17.52,CONFIRMED,2026-02-19 04:55:00
252,9247,36,1,17.52,CONFIRMED,2026-02-24 14:42:00
253,8716,36,1,17.52,PENDING,2026-02-21 10:24:00
254,4243,32,1,16.91,PENDING,2026-02-10 17:02:00
255,4387,36,1,17.52,CONFIRMED,2026-02-11 14:02:00
256,8267,66,1,8.07,CONFIRMED,2026-02-17 05:23:00
257,8757,36,1,17.52,CONFIRMED,2026-02-22 06:43:00
258,52,36,1,17.52,CONFIRMED,2026-02-22 18:12:00
259,5139,36,1,17.52,CONFIRMED,2026-02-21 21:41:00
260,93,166,1,4.27,CONFIRMED,2026-02-22 08:27:00
261,1447,36,1,17.52,PENDING,2026-02-19 02:03:00
262,2667,141,1,4.72,PENDING,2026-02-13 02:05:00
263,52,171,1,15.18,CONFIRMED,2026-02-20 00:24:00
264,25,192,1,19.70,CONFIRMED,2026-02-24 13:11:00
265,53,141,1,4.72,CANCELLED,2026-02-16 16:21:00
266,469,171,1,15.18,CONFIRMED,2026-02-20 03:46:00
267,3024,73,1,20.61,CONFIRMED,2026-02-20 07:26:00
268,1109,36,1,17.52,CONFIRMED,2026-02-20 12:34:00
269,4874,46,1,14.07,CONFIRMED,2026-02-21 23:53:00
270,9720,171,1,15.18,PENDING,2026-02-19 04:26:00
271,1576,166,1,4.27,CONFIRMED,2026-02-16 20:05:00
272,9020,46,1,14.07,CONFIRMED,2026-02-21 15:45:00
273,8171,36,1,17.52,CONFIRMED,2026-02-20 04:18:00
274,670,46,1,14.07,CONFIRMED,2026-02-10 15:07:00
275,5465,25,1,19.78,PENDING,2026-02-17 18:55:00
276,8693,3,1,16.35,CONFIRMED,2026-02-11 05:42:00
277,4,36,1,17.52,CONFIRMED,2026-02-19 08:11:00
278,8684,65,1,13.78,CONFIRMED,2026-02-13 23:08:00
279,8249,36,1,17.52,CANCELLED,2026-02-16 07:55:00
280,151,180,1,19.89,CONFIRMED,2026-02-21 22:38:00
281,2295,20,1,11.31,CONFIRMED,2026-02-20 15:24:00
282,68,166,1,4.27,CONFIRMED,2026-02-23 17:36:00
283,68,141,1,4.72,CONFIRMED,2026-02-16 07:15:00
284,2896,42,1,14.17,CONFIRMED,2026-02-21 15:18:00
285,31,36,1,17.52,CONFIRMED,2026-02-19 09:23:00
286,4917,166,1,4.27,PENDING,2026-02-14 10:33:00
287,5630,46,1,14.07,CANCELLED,2026-02-18 21:09:00
288,8609,36,1,17.52,CONFIRMED,2026-02-22 21:27:00
289,6,15,1,9.17,CONFIRMED,2026-02-17 05:04:00
290,78,141,1,4.72,CONFIRMED,2026-02-24 22:49:00
291,5350,57,1,7.33,CONFIRMED,2026-02-24 06:01:00
292,44,141,1,4.72,CONFIRMED,2026-02-16 17:14:00
293,8053,36,1,17.52,CONFIRMED,2026-02-12 16:51:00
294,27,70,1,12.86,CONFIRMED,2026-02-21 10:38:00
295,71,166,1,4.27,CONFIRMED,2026-02-18 05:23:00
296,86,194,1,29.43,CONFIRMED,2026-02-10 17:58:00
297,30,166,1,4.27,CONFIRMED,2026-02-24 10:11:00
298,89,166,1,4.27,CONFIRMED,2026-02-24 18:41:00
299,1163,76,1,26.31,PENDING,2026-02-16 05:48:00
300,7524,153,1,19.08,CONFIRMED,2026-02-13 06:21:00
301,9485,171,1,15.18,CONFIRMED,2026-02-12 14:42:00
302,100,141,1,4.72,CONFIRMED,2026-02-14 15:22:00
303,7575,166,1,4.27,CONFIRMED,2026-02-22 17:44:00
304,9419,36,1,17.52,CONFIRMED,2026-02-24 01:58:00
305,5173,141,1,4.72,CANCELLED,2026-02-12 05:22:00
306,1876,141,1,4.72,CONFIRMED,2026-02-12 04:24:00
307,56,166,1,4.27,CONFIRMED,2026-02-24 22:05:00
308,72,36,1,17.52,CONFIRMED,2026-02-23 20:24:00
309,601,36,1,17.52,CONFIRMED,2026-02-22 01:27:00
310,3838,36,1,17.52,CONFIRMED,2026-02-14 13:24:00
311,32,136,1,20.05,PENDING,2026-02-22 13:34:00
312,4765,91,1,5.44,CONFIRMED,2026-02-18 13:21:00
313,89,36,1,17.52,PENDING,2026-02-24 17:16:00
314,6756,36,1,17.52,CONFIRMED,2026-02-15 07:00:00
315,71,36,1,17.52,CONFIRMED,2026-02-18 14:30:00
316,345,141,1,4.72,PENDING,2026-02-23 13:04:00
317,3218,83,1,18.62,CANCELLED,2026-02-16 00:31:00
318,4228,71,1,14.52,CONFIRMED,2026-02-18 17:32:00
319,5192,72,1,23.23,PENDING,2026-02-15 10:37:00
320,2791,36,1,17.52,PENDING,2026-02-24 13:13:00
321,6501,102,1,26.64,CONFIRMED,2026-02-24 10:08:00
322,6444,36,1,17.52,PENDING,2026-02-15 05:25:00
323,4,36,1,17.52,CONFIRMED,2026-02-17 10:06:00
324,38,36,1,17.52,CONFIRMED,2026-02-14 01:02:00
325,3004,136,1,20.05,PENDING,2026-02-21 16:08:00
326,2454,36,1,17.52,CONFIRMED,2026-02-15 02:27:00
327,7320,36,1,17.52,CONFIRMED,2026-02-23 10:01:00
328,2390,141,1,4.72,CONFIRMED,2026-02-18 13:05:00
329,3,36,1,17.52,CONFIRMED,2026-02-11 19:13:00
330,6400,43,1,16.63,PENDING,2026-02-15 12:08:00
331,100,36,1,17.52,CONFIRMED,2026-02-16 12:59:00
332,25,36,1,17.52,CANCELLED,2026-02-24 07:29:00
333,92,54,1,6.57,CONFIRMED,2026-02-19 22:19:00
334,1397,36,1,17.52,CONFIRMED,2026-02-11 06:24:00
335,21,36,1,17.52,CONFIRMED,2026-02-12 21:36:00
336,5307,36,1,17.52,CONFIRMED,2026-02-16 00:14:00
337,58,171,1,15.18,CONFIRMED,2026-02-21 01:32:00
338,22,85,1,9.18,PENDING,2026-02-25 07:12:00
339,6,25,1,19.78,CONFIRMED,2026-02-19 02:36:00
340,58,36,1,17.52,CONFIRMED,2026-02-23 22:25:00
341,19,195,1,9.72,CONFIRMED,2026-02-12 18:57:00
342,24,141,1,4.72,PENDING,2026-02-15 08:52:00
343,9751,36,1,17.52,CONFIRMED,2026-02-15 05:24:00
344,6980,166,1,4.27,CONFIRMED,2026-02-13 19:14:00
345,7276,36,1,17.52,PENDING,2026-02-12 04:06:00
346,1984,48,1,17.01,CANCELLED,2026-02-16 12:45:00
347,5646,141,1,4.72,CONFIRMED,2026-02-14 11:14:00
348,9023,36,1,17.52,CONFIRMED,2026-02-15 07:57:00
349,6698,130,1,26.16,CONFIRMED,2026-02-21 22:11:00
350,354,36,1,17.52,CONFIRMED,2026-02-17 07:06:00
351,3057,36,1,17.52,CONFIRMED,2026-02-15 06:34:00
352,85,141,1,4.72,PENDING,2026-02-16 20:44:00
353,6735,171,1,15.18,CONFIRMED,2026-02-16 13:47:00
354,74,166,1,4.27,CANCELLED,2026-02-17 15:44:00
355,8854,36,1,17.52,CONFIRMED,2026-02-18 14:44:00
356,70,42,1,14.17,PENDING,2026-02-23 10:43:00
357,3866,166,1,4.27,CONFIRMED,2026-02-13 15:35:00
358,38,36,1,17.52,PENDING,2026-02-16 00:29:00
359,9170,171,1,15.18,CONFIRMED,2026-02-21 00:10:00
360,7602,198,1,6.34,CONFIRMED,2026-02-11 10:47:00
361,5949,63,1,27.24,CONFIRMED,2026-02-10 17:26:00
362,26,46,1,14.07,PENDING,2026-02-23 11:07:00
363,6334,46,1,14.07,CONFIRMED,2026-02-23 14:35:00
364,8820,166,1,4.27,CONFIRMED,2026-02-11 14:43:00
365,8247,36,1,17.52,CONFIRMED,2026-02-12 07:35:00
366,8193,10,1,11.89,CONFIRMED,2026-02-12 14:03:00
367,111,36,1,17.52,CONFIRMED,2026-02-15 03:54:00
368,590,141,1,4.72,CONFIRMED,2026-02-12 22:41:00
369,7582,36,1,17.52,CONFIRMED,2026-02-24 06:17:00
370,5714,71,1,14.52,PENDING,2026-02-21 05:47:00
371,76,36,1,17.52,CONFIRMED,2026-02-11 15:08:00
372,2281,171,1,15.18,CONFIRMED,2026-02-12 02:49:00
373,3741,52,1,7.38,PENDING,2026-02-16 16:28:00
374,22,171,1,15.18,CONFIRMED,2026-02-11 00:49:00
375,8019,46,1,14.07,CANCELLED,2026-02-19 06:17:00
376,76,171,1,15.18,CONFIRMED,2026-02-19 17:56:00
377,1775,46,1,14.07,CONFIRMED,2026-02-17 08:23:00
378,47,171,1,15.18,CANCELLED,2026-02-17 03:02:00
379,9254,166,1,4.27,CONFIRMED,2026-02-12 19:22:00
380,34,36,1,17.52,CONFIRMED,2026-02-14 14:44:00
381,8494,20,1,11.31,PENDING,2026-02-11 08:09:00
382,2801,166,1,4.27,CONFIRMED,2026-02-14 00:37:00
383,5,36,1,17.52,CONFIRMED,2026-02-19 01:31:00
384,14,36,1,17.52,CONFIRMED,2026-02-24 04:37:00
385,28,124,1,21.56,CONFIRMED,2026-02-13 18:06:00
386,7430,12,1,3.97,CONFIRMED,2026-02-24 14:49:00
387,1888,141,1,4.72,CONFIRMED,2026-02-24 10:48:00
388,50,46,1,14.07,CONFIRMED,2026-02-23 12:15:00
389,1086,141,1,4.72,CONFIRMED,2026-02-12 19:42:00
390,31,137,1,25.45,CONFIRMED,2026-02-17 00:07:00
391,5522,46,1,14.07,CONFIRMED,2026-02-12 21:24:00
392,9662,141,1,4.72,CONFIRMED,2026-02-17 17:37:00
393,22,171,1,15.18,CANCELLED,2026-02-17 00:30:00
394,4682,36,1,17.52,CANCELLED,2026-02-15 21:36:00
395,5300,141,1,4.72,CONFIRMED,2026-02-21 05:56:00
396,79,22,1,22.45,CONFIRMED,2026-02-12 12:21:00
397,18,2,1,21.18,CONFIRMED,2026-02-11 10:40:00
398,6204,166,1,4.27,CONFIRMED,2026-02-11 04:05:00
399,83,30,1,21.06,PENDING,2026-02-13 00:53:00
400,1,36,1,17.52,CONFIRMED,2026-02-17 05:03:00
401,3085,36,1,17.52,CONFIRMED,2026-02-20 18:16:00
402,76,171,1,15.18,CANCELLED,2026-02-22 18:57:00
403,3739,46,1,14.07,CONFIRMED,2026-02-12 20:57:00
404,53,36,1,17.52,CANCELLED,2026-02-19 18:25:00
405,6143,46,1,14.07,CONFIRMED,2026-02-23 18:04:00
406,9003,28,1,8.55,CONFIRMED,2026-02-14 07:27:00
407,26,46,1,14.07,CONFIRMED,2026-02-15 11:46:00
408,1067,36,1,17.52,CONFIRMED,2026-02-23 18:16:00
409,21,166,1,4.27,CONFIRMED,2026-02-20 11:11:00
410,6720,36,1,17.52,CONFIRMED,2026-02-18 05:58:00
411,7966,36,1,17.52,CONFIRMED,2026-02-19 16:49:00
412,6309,166,1,4.27,CONFIRMED,2026-02-25 00:54:00
413,100,195,1,9.72,PENDING,2026-02-17 22:57:00
414,1776,166,1,4.27,CANCELLED,2026-02-22 21:00:00
415,2977,171,1,15.18,CONFIRMED,2026-02-21 20:53:00
416,9349,46,1,14.07,CONFIRMED,2026-02-12 11:01:00
417,74,161,1,11.86,PENDING,2026-02-21 21:57:00
418,7098,171,1,15.18,CONFIRMED,2026-02-16 09:26:00
419,71,46,1,14.07,CONFIRMED,2026-02-19 13:43:00
420,9564,142,1,9.25,CONFIRMED,2026-02-22 01:05:00
421,54,171,1,15.18,CONFIRMED,2026-02-17 19:11:00
